Communication,alpha_key,start_date,end_date,start_balance,end_balance,start_accounts,end_accounts,nsegments,Contact_flag,control_flag
day90,user_248,2024-05-19,2024-05-26,3078.38,3347.57,0,0,"['1000077', '1000030', '1000144']",1,0
day31,user_214,2024-03-25,2024-04-01,2069.58,2600.93,1,1,['1000099'],1,0
day31,user_103,2024-02-06,2024-02-13,216.47,404.23,1,1,"['1000130', '1000020']",1,0
day1,user_48,2024-05-02,2024-05-09,666.22,642.65,1,2,"['1000067', '1000128']",1,0
day1,user_185,2024-05-23,2024-05-30,1926.34,2717.17,1,1,"['1000079', '1000057']",1,0
day61,user_279,2024-06-15,2024-06-22,5045.96,5370.19,0,0,"['1000140', '1000084', '1000090', '1000116']",0,1
day7,user_44,2024-06-21,2024-06-28,1527.66,1498.27,1,1,"['1000064', '1000141', '1000002', '1000029']",0,1
day90,user_254,2024-03-10,2024-03-17,1900.95,2206.49,1,1,"['1000107', '1000125', '1000027']",1,0
day1,user_295,2024-06-18,2024-06-25,3566.65,3586.28,1,1,"['1000003', '1000146']",1,0
day31,user_190,2024-03-23,2024-03-30,3542.42,3719.06,1,1,"['1000098', '1000126', '1000102']",0,1
day90,user_52,2024-03-03,2024-03-10,1262.14,1107.96,1,1,"['1000041', '1000138', '1000135', '1000000']",1,0
day90,user_30,2024-01-19,2024-01-26,4287.95,4567.19,2,2,['1000068'],1,0
day61,user_45,2024-04-20,2024-04-27,2164.56,2908.0,1,2,"['1000137', '1000068', '1000087', '1000028']",1,0
day31,user_277,2024-03-05,2024-03-12,5678.17,5522.61,1,1,['1000135'],0,1
day1,user_6,2024-02-06,2024-02-13,6439.5,6569.33,2,2,['1000006'],1,0
day1,user_22,2024-04-12,2024-04-19,2046.79,2303.18,0,0,"['1000116', '1000093', '1000041', '1000094']",1,0
day7,user_82,2024-01-05,2024-01-12,3472.3,3517.77,1,1,"['1000027', '1000063', '1000049', '1000048']",0,1
day7,user_21,2024-06-01,2024-06-08,2309.3,2675.44,1,1,"['1000097', '1000071']",0,1
day61,user_137,2024-05-21,2024-05-28,1481.61,1925.43,1,1,"['1000002', '1000028', '1000019']",1,0
day61,user_205,2024-04-08,2024-04-15,3035.2,3242.57,0,0,"['1000019', '1000073', '1000060', '1000069']",1,0
day61,user_8,2024-06-22,2024-06-29,1601.19,2024.18,1,2,"['1000107', '1000056']",1,0
day1,user_158,2024-03-27,2024-04-03,3589.42,3401.92,1,1,"['1000130', '1000102', '1000137', '1000084']",0,1
day61,user_95,2024-02-01,2024-02-08,2359.92,2582.06,1,1,"['1000108', '1000142']",0,1
day120,user_82,2024-03-14,2024-03-21,2730.83,3311.39,1,1,"['1000027', '1000063', '1000049', '1000048']",1,0
day1,user_175,2024-02-21,2024-02-28,4719.56,5262.52,1,1,"['1000140', '1000000', '1000077']",1,0
day120,user_196,2024-03-15,2024-03-22,3306.35,3094.92,2,2,"['1000063', '1000031', '1000116', '1000034']",1,0
day90,user_102,2024-01-26,2024-02-02,3868.61,3884.0,1,1,"['1000128', '1000135', '1000040', '1000014']",1,0
day7,user_126,2024-01-12,2024-01-19,2866.27,2797.18,1,1,['1000072'],0,1
day120,user_108,2024-05-12,2024-05-19,2704.41,2703.86,1,1,"['1000020', '1000107', '1000149']",0,1
day31,user_164,2024-05-27,2024-06-03,2340.15,2725.02,1,1,['1000147'],1,0
day90,user_117,2024-05-06,2024-05-13,112.98,0.0,1,1,"['1000033', '1000089', '1000017', '1000062']",0,1
day7,user_240,2024-02-28,2024-03-06,3009.73,3157.38,0,0,"['1000094', '1000042', '1000029']",1,0
day90,user_45,2024-05-07,2024-05-14,2444.02,2526.24,1,1,"['1000137', '1000068', '1000087', '1000028']",0,1
day5,user_44,2024-01-14,2024-01-21,1719.29,1283.27,1,1,"['1000064', '1000141', '1000002', '1000029']",1,0
day90,user_179,2024-03-09,2024-03-16,1528.99,2456.69,2,2,['1000113'],1,0
day90,user_142,2024-06-26,2024-07-03,3466.42,3404.65,0,0,"['1000078', '1000093', '1000010', '1000091']",1,0
day1,user_288,2024-02-07,2024-02-14,4533.81,5022.62,1,1,"['1000049', '1000075', '1000058', '1000092']",1,0
day61,user_194,2024-05-11,2024-05-18,4489.2,4487.05,1,1,"['1000132', '1000118']",1,0
day90,user_40,2024-06-14,2024-06-21,4268.25,4188.72,1,2,"['1000130', '1000126', '1000023']",1,0
day7,user_241,2024-02-22,2024-02-29,1374.74,1850.89,2,2,"['1000041', '1000079', '1000027', '1000148']",1,0
day61,user_70,2024-03-22,2024-03-29,4148.08,3706.49,1,2,"['1000018', '1000015']",1,0
day7,user_300,2024-06-15,2024-06-22,1224.86,1205.14,0,0,['1000029'],0,1
day90,user_60,2024-03-20,2024-03-27,381.61,416.91,1,1,"['1000042', '1000067', '1000135']",1,0
day1,user_176,2024-06-10,2024-06-17,1615.13,2594.15,0,1,"['1000073', '1000053', '1000110']",1,0
day1,user_105,2024-06-24,2024-07-01,3401.23,3343.86,2,2,"['1000017', '1000060']",0,1
day1,user_67,2024-01-03,2024-01-10,465.55,655.35,2,2,"['1000057', '1000016', '1000086', '1000005']",1,0
day1,user_246,2024-04-26,2024-05-03,2865.46,3469.92,2,2,['1000062'],1,0
day1,user_133,2024-04-20,2024-04-27,3371.11,3904.86,2,2,"['1000067', '1000041', '1000113']",1,0
day120,user_9,2024-05-03,2024-05-10,2108.73,2003.55,1,1,"['1000114', '1000071', '1000001']",1,0
day120,user_216,2024-06-09,2024-06-16,831.06,1013.49,2,3,['1000122'],1,0
day1,user_227,2024-05-03,2024-05-10,5496.77,6035.81,0,0,['1000034'],1,0
day61,user_57,2024-01-21,2024-01-28,4802.24,5077.96,1,2,"['1000124', '1000017', '1000136']",1,0
day5,user_118,2024-06-02,2024-06-09,3972.41,3755.18,0,0,['1000094'],0,1
day1,user_292,2024-02-04,2024-02-11,2381.77,2117.05,1,1,"['1000070', '1000011']",1,0
day1,user_216,2024-01-06,2024-01-13,208.24,388.3,2,3,['1000122'],1,0
day90,user_278,2024-03-19,2024-03-26,901.19,1073.51,2,2,"['1000088', '1000108']",0,1
day120,user_37,2024-03-22,2024-03-29,3346.92,3580.78,2,2,['1000067'],1,0
day31,user_34,2024-03-04,2024-03-11,4469.34,4779.12,2,2,['1000036'],0,1
day90,user_115,2024-04-04,2024-04-11,2440.98,2867.41,2,2,['1000054'],1,0
day31,user_209,2024-01-23,2024-01-30,4159.23,4212.89,0,0,"['1000098', '1000039', '1000054']",0,1
day90,user_35,2024-03-28,2024-04-04,4954.37,5541.82,1,1,"['1000067', '1000035', '1000063', '1000143']",1,0
day120,user_174,2024-06-13,2024-06-20,4524.46,4229.61,0,0,"['1000077', '1000103']",0,1
day1,user_151,2024-04-24,2024-05-01,1356.38,1724.39,1,2,['1000117'],1,0
day1,user_138,2024-04-11,2024-04-18,5173.47,5174.89,0,0,['1000038'],1,0
day1,user_153,2024-03-29,2024-04-05,1080.34,1364.88,2,3,['1000057'],1,0
day90,user_194,2024-03-03,2024-03-10,4366.05,4439.63,1,1,"['1000132', '1000118']",0,1
day5,user_176,2024-01-30,2024-02-06,1571.44,1695.16,0,0,"['1000073', '1000053', '1000110']",1,0
day120,user_161,2024-05-16,2024-05-23,1583.31,1607.12,1,1,"['1000148', '1000067', '1000009', '1000027']",0,1
day1,user_233,2024-05-27,2024-06-03,1400.23,1504.94,1,1,"['1000120', '1000004', '1000138', '1000013']",1,0
day120,user_260,2024-06-11,2024-06-18,2195.9,2617.26,1,1,"['1000082', '1000062']",1,0
day120,user_263,2024-05-28,2024-06-04,3995.52,4103.29,1,1,"['1000115', '1000062', '1000118']",1,0
day31,user_68,2024-05-28,2024-06-04,3273.41,3282.1,1,1,"['1000141', '1000058']",0,1
day90,user_261,2024-06-14,2024-06-21,1717.48,1650.49,2,2,['1000022'],1,0
day90,user_166,2024-05-29,2024-06-05,3034.55,3632.55,1,2,"['1000000', '1000133', '1000137']",1,0
day90,user_200,2024-01-26,2024-02-02,2098.88,2723.01,2,2,"['1000140', '1000114', '1000040', '1000121']",1,0
day1,user_186,2024-04-25,2024-05-02,5165.73,5115.11,1,1,"['1000050', '1000037', '1000006']",1,0
day7,user_106,2024-01-27,2024-02-03,734.26,715.61,1,1,"['1000103', '1000030', '1000145', '1000063']",0,1
day120,user_108,2024-01-12,2024-01-19,3205.31,3779.66,1,1,"['1000020', '1000107', '1000149']",1,0
day7,user_158,2024-06-21,2024-06-28,3218.72,3524.88,1,1,"['1000130', '1000102', '1000137', '1000084']",1,0
day90,user_173,2024-02-29,2024-03-07,3587.08,3404.56,1,1,"['1000107', '1000097', '1000044', '1000145']",0,1
day7,user_76,2024-05-17,2024-05-24,20.52,716.66,0,0,"['1000138', '1000033', '1000146', '1000147']",1,0
day61,user_205,2024-05-18,2024-05-25,2457.4,2658.22,0,0,"['1000019', '1000073', '1000060', '1000069']",0,1
day1,user_139,2024-02-12,2024-02-19,1351.59,1825.64,2,2,"['1000139', '1000009', '1000094', '1000149']",1,0
day1,user_270,2024-02-28,2024-03-06,145.49,546.18,0,0,"['1000021', '1000061', '1000104', '1000125']",1,0
day1,user_181,2024-06-16,2024-06-23,2179.48,2199.51,2,2,"['1000043', '1000021']",1,0
day61,user_281,2024-03-01,2024-03-08,2548.88,2905.31,1,1,"['1000030', '1000049']",1,0
day31,user_212,2024-03-01,2024-03-08,3605.91,3888.47,1,1,"['1000138', '1000119', '1000106']",1,0
day90,user_101,2024-01-16,2024-01-23,683.03,742.05,1,1,"['1000149', '1000122']",1,0
day1,user_85,2024-03-11,2024-03-18,0.0,82.4,1,1,"['1000118', '1000063']",0,1
day1,user_167,2024-05-11,2024-05-18,5441.28,5380.19,1,1,"['1000050', '1000093', '1000110']",1,0
day31,user_148,2024-03-23,2024-03-30,2229.58,2877.22,1,2,"['1000105', '1000063', '1000068', '1000040']",1,0
day61,user_180,2024-02-21,2024-02-28,2364.49,2553.85,1,1,"['1000054', '1000130', '1000121']",1,0
day31,user_52,2024-05-11,2024-05-18,939.91,757.85,1,2,"['1000041', '1000138', '1000135', '1000000']",1,0
day61,user_247,2024-04-06,2024-04-13,1426.46,1467.61,1,1,['1000026'],0,1
day90,user_286,2024-06-17,2024-06-24,1660.48,2044.24,2,2,['1000072'],0,1
day90,user_254,2024-06-09,2024-06-16,1855.34,2147.29,1,2,"['1000107', '1000125', '1000027']",1,0
day120,user_95,2024-04-10,2024-04-17,3124.83,3452.91,1,1,"['1000108', '1000142']",1,0
day90,user_135,2024-03-10,2024-03-17,1433.64,2252.9,1,1,['1000109'],1,0
day120,user_187,2024-05-29,2024-06-05,2314.21,2760.83,1,1,"['1000011', '1000062', '1000121']",1,0
day61,user_87,2024-02-20,2024-02-27,6602.63,6738.29,1,1,"['1000113', '1000140', '1000025', '1000012']",1,0
day5,user_186,2024-04-19,2024-04-26,4854.48,4732.86,1,1,"['1000050', '1000037', '1000006']",1,0
day61,user_121,2024-05-20,2024-05-27,3418.08,3613.26,1,1,"['1000135', '1000002']",0,1
day7,user_70,2024-01-23,2024-01-30,4095.77,4335.34,1,1,"['1000018', '1000015']",1,0
day61,user_212,2024-04-19,2024-04-26,3184.3,3640.18,1,1,"['1000138', '1000119', '1000106']",1,0
day61,user_70,2024-02-28,2024-03-06,3973.05,4194.3,1,1,"['1000018', '1000015']",0,1
day120,user_2,2024-06-18,2024-06-25,1398.9,1552.36,1,1,"['1000035', '1000026', '1000139']",0,1
day31,user_163,2024-01-17,2024-01-24,4805.62,4291.37,1,1,"['1000029', '1000098']",1,0
day31,user_194,2024-02-05,2024-02-12,5032.76,5534.35,1,2,"['1000132', '1000118']",1,0
day120,user_51,2024-05-09,2024-05-16,6217.2,6313.93,1,1,"['1000050', '1000039', '1000095']",0,1
day120,user_47,2024-04-17,2024-04-24,2533.4,2694.56,2,2,"['1000116', '1000000']",1,0
day61,user_205,2024-01-11,2024-01-18,1995.28,2186.93,0,1,"['1000019', '1000073', '1000060', '1000069']",1,0
day120,user_239,2024-05-13,2024-05-20,740.07,1439.21,1,1,"['1000119', '1000065']",1,0
day31,user_143,2024-03-19,2024-03-26,1934.89,2439.87,0,1,"['1000053', '1000063', '1000026', '1000090']",1,0
day61,user_166,2024-03-09,2024-03-16,3485.23,3557.93,1,1,"['1000000', '1000133', '1000137']",0,1
day90,user_54,2024-01-02,2024-01-09,2336.87,2315.9,1,2,"['1000028', '1000092', '1000078', '1000061']",1,0
day31,user_157,2024-02-25,2024-03-03,792.54,805.9,1,1,['1000089'],0,1
day5,user_231,2024-03-23,2024-03-30,1767.56,1716.83,0,1,"['1000116', '1000083', '1000086', '1000097']",1,0
day90,user_153,2024-03-26,2024-04-02,1092.68,1498.91,2,3,['1000057'],1,0
day1,user_287,2024-01-23,2024-01-30,1250.13,1294.09,0,1,['1000025'],1,0
day1,user_181,2024-04-30,2024-05-07,2276.19,2951.65,2,2,"['1000043', '1000021']",1,0
day120,user_290,2024-03-06,2024-03-13,3053.83,3096.97,1,2,"['1000077', '1000003', '1000136']",1,0
day1,user_112,2024-03-22,2024-03-29,2906.96,3029.39,0,0,"['1000117', '1000080']",1,0
day1,user_135,2024-05-07,2024-05-14,1806.69,1559.06,1,2,['1000109'],1,0
day1,user_214,2024-04-09,2024-04-16,1814.22,2386.74,1,1,['1000099'],1,0
day120,user_237,2024-02-19,2024-02-26,4626.83,5208.73,1,1,"['1000039', '1000061', '1000032']",1,0
day90,user_291,2024-04-06,2024-04-13,4001.57,3845.84,1,1,['1000032'],1,0
day120,user_72,2024-04-27,2024-05-04,914.09,1575.35,1,2,"['1000017', '1000008']",1,0
day120,user_50,2024-01-10,2024-01-17,1313.99,1289.36,1,1,"['1000076', '1000129']",0,1
day1,user_184,2024-06-21,2024-06-28,3871.59,4064.49,2,2,['1000060'],1,0
day120,user_263,2024-02-06,2024-02-13,3703.57,3523.05,1,1,"['1000115', '1000062', '1000118']",1,0
day120,user_3,2024-01-06,2024-01-13,317.52,806.21,1,1,"['1000022', '1000108', '1000008']",1,0
day1,user_290,2024-05-17,2024-05-24,3051.85,3333.15,1,1,"['1000077', '1000003', '1000136']",1,0
day90,user_126,2024-01-20,2024-01-27,3106.81,3521.89,1,1,['1000072'],0,1
day7,user_187,2024-05-29,2024-06-05,2516.96,2096.96,1,1,"['1000011', '1000062', '1000121']",1,0
day61,user_280,2024-06-13,2024-06-20,4200.4,4794.6,1,1,"['1000069', '1000078', '1000064', '1000059']",1,0
day1,user_121,2024-04-26,2024-05-03,4537.73,4999.58,1,1,"['1000135', '1000002']",0,1
day31,user_158,2024-02-23,2024-03-01,3515.69,3516.91,1,1,"['1000130', '1000102', '1000137', '1000084']",1,0
day1,user_287,2024-03-01,2024-03-08,535.05,934.07,0,0,['1000025'],0,1
day1,user_97,2024-06-14,2024-06-21,2720.6,3166.33,1,1,"['1000055', '1000014']",1,0
day31,user_1,2024-01-26,2024-02-02,4654.74,4643.23,1,1,['1000057'],0,1
day1,user_8,2024-03-10,2024-03-17,802.53,1530.85,1,2,"['1000107', '1000056']",1,0
day120,user_292,2024-04-08,2024-04-15,1691.54,1731.75,1,2,"['1000070', '1000011']",0,1
day90,user_295,2024-04-23,2024-04-30,4167.25,4226.26,1,2,"['1000003', '1000146']",1,0
day1,user_46,2024-02-13,2024-02-20,2151.55,2833.4,1,1,"['1000075', '1000111', '1000040']",1,0
day31,user_109,2024-01-31,2024-02-07,6022.23,6676.14,1,1,"['1000144', '1000133', '1000080', '1000066']",1,0
day5,user_38,2024-02-21,2024-02-28,3582.28,3392.75,0,1,"['1000149', '1000109', '1000102']",1,0
day61,user_264,2024-04-03,2024-04-10,4184.14,4727.24,1,1,"['1000145', '1000097']",1,0
day61,user_140,2024-01-10,2024-01-17,4533.01,4295.46,1,1,['1000141'],1,0
day7,user_215,2024-06-25,2024-07-02,2336.7,2790.58,1,1,"['1000149', '1000005', '1000147', '1000097']",0,1
day31,user_300,2024-06-07,2024-06-14,1573.01,1807.99,0,1,['1000029'],1,0
day31,user_20,2024-06-04,2024-06-11,2415.89,2077.31,1,1,['1000025'],1,0
day31,user_99,2024-01-15,2024-01-22,1992.44,2522.4,0,0,"['1000138', '1000015', '1000080']",1,0
day1,user_40,2024-06-01,2024-06-08,5306.88,5221.3,1,1,"['1000130', '1000126', '1000023']",1,0
day90,user_89,2024-02-08,2024-02-15,3894.7,3712.47,1,1,"['1000023', '1000060', '1000042', '1000104']",0,1
day31,user_177,2024-06-03,2024-06-10,2388.36,2506.32,1,1,['1000148'],0,1
day7,user_263,2024-04-03,2024-04-10,3992.46,3968.44,1,1,"['1000115', '1000062', '1000118']",1,0
day90,user_253,2024-04-21,2024-04-28,5983.58,6240.68,0,0,['1000003'],0,1
day31,user_92,2024-01-07,2024-01-14,4095.09,4241.35,2,2,"['1000097', '1000000']",1,0
day1,user_199,2024-06-09,2024-06-16,4605.81,5321.65,2,2,"['1000113', '1000129', '1000109']",1,0
day1,user_91,2024-03-25,2024-04-01,4594.54,5112.68,2,2,"['1000015', '1000042']",1,0
day7,user_49,2024-06-11,2024-06-18,5098.34,5496.64,1,1,"['1000045', '1000129', '1000027']",1,0
day120,user_169,2024-05-30,2024-06-06,2830.44,2810.79,1,1,"['1000080', '1000031', '1000076', '1000129']",0,1
day90,user_174,2024-04-02,2024-04-09,4524.37,5296.06,0,0,"['1000077', '1000103']",1,0
day31,user_105,2024-01-27,2024-02-03,3044.57,3702.46,2,3,"['1000017', '1000060']",1,0
day1,user_297,2024-03-26,2024-04-02,5248.52,4975.54,0,0,['1000112'],1,0
day120,user_162,2024-05-20,2024-05-27,3067.5,3069.42,1,1,"['1000111', '1000088', '1000080', '1000130']",1,0
day1,user_71,2024-02-17,2024-02-24,1075.39,1192.93,0,0,['1000058'],1,0
day120,user_55,2024-02-19,2024-02-26,0.0,135.52,0,0,"['1000014', '1000061', '1000145', '1000020']",1,0
day31,user_165,2024-02-03,2024-02-10,4755.92,5139.31,2,3,"['1000048', '1000065', '1000011', '1000111']",1,0
day90,user_18,2024-03-23,2024-03-30,2177.24,2188.07,0,0,"['1000011', '1000058', '1000074']",0,1
day90,user_38,2024-03-25,2024-04-01,3502.72,3651.16,0,1,"['1000149', '1000109', '1000102']",1,0
day1,user_270,2024-04-20,2024-04-27,210.74,356.95,0,0,"['1000021', '1000061', '1000104', '1000125']",1,0
day5,user_294,2024-01-27,2024-02-03,4032.37,4057.62,1,1,"['1000074', '1000032', '1000125', '1000026']",0,1
day120,user_158,2024-04-20,2024-04-27,3552.89,3857.9,1,1,"['1000130', '1000102', '1000137', '1000084']",1,0
day31,user_147,2024-05-25,2024-06-01,1957.38,2353.94,1,1,['1000085'],1,0
day61,user_295,2024-03-15,2024-03-22,2853.3,2520.03,1,1,"['1000003', '1000146']",0,1
day120,user_261,2024-02-15,2024-02-22,2927.39,3332.08,2,2,['1000022'],1,0
day61,user_103,2024-06-22,2024-06-29,0.0,43.72,1,1,"['1000130', '1000020']",0,1
day90,user_111,2024-04-24,2024-05-01,1933.48,2056.41,0,0,"['1000067', '1000101', '1000033', '1000076']",1,0
day1,user_67,2024-02-05,2024-02-12,1611.43,2175.36,2,3,"['1000057', '1000016', '1000086', '1000005']",1,0
day1,user_192,2024-05-27,2024-06-03,888.71,759.01,1,1,"['1000037', '1000001', '1000027']",0,1
day7,user_13,2024-02-22,2024-02-29,3416.68,3157.55,1,1,"['1000097', '1000024', '1000091', '1000088']",1,0
day120,user_204,2024-04-19,2024-04-26,5483.61,5972.4,1,1,['1000112'],0,1
day90,user_137,2024-03-26,2024-04-02,1865.87,2514.08,1,1,"['1000002', '1000028', '1000019']",1,0
day7,user_225,2024-01-24,2024-01-31,5426.46,5915.49,2,2,['1000006'],1,0
day61,user_217,2024-05-23,2024-05-30,3934.69,3925.94,1,1,"['1000001', '1000090', '1000076', '1000099']",0,1
day120,user_60,2024-02-22,2024-02-29,0.0,176.52,1,2,"['1000042', '1000067', '1000135']",1,0
day1,user_260,2024-05-24,2024-05-31,2029.54,2209.0,1,2,"['1000082', '1000062']",1,0
day31,user_218,2024-02-03,2024-02-10,0.0,87.26,0,0,"['1000107', '1000137', '1000139']",0,1
day1,user_56,2024-04-16,2024-04-23,2245.98,2540.43,1,1,['1000021'],1,0
day1,user_217,2024-06-16,2024-06-23,3954.86,4409.39,1,1,"['1000001', '1000090', '1000076', '1000099']",1,0
day7,user_165,2024-04-24,2024-05-01,5898.51,5723.97,2,2,"['1000048', '1000065', '1000011', '1000111']",1,0
day7,user_276,2024-02-12,2024-02-19,7181.18,7117.37,2,2,"['1000121', '1000141']",1,0
day120,user_120,2024-01-18,2024-01-25,4357.6,4308.85,2,3,['1000077'],1,0
day120,user_130,2024-05-23,2024-05-30,3958.11,4397.06,0,0,['1000000'],0,1
day90,user_195,2024-04-03,2024-04-10,5382.2,5324.93,1,1,"['1000012', '1000142']",1,0
day1,user_277,2024-05-20,2024-05-27,5060.13,5142.81,1,2,['1000135'],1,0
day90,user_231,2024-04-06,2024-04-13,2310.91,2479.73,0,0,"['1000116', '1000083', '1000086', '1000097']",0,1
day120,user_231,2024-01-03,2024-01-10,1693.84,1380.92,0,0,"['1000116', '1000083', '1000086', '1000097']",0,1
day1,user_163,2024-06-07,2024-06-14,6630.37,7239.89,1,1,"['1000029', '1000098']",1,0
day1,user_151,2024-01-17,2024-01-24,0.0,465.6,1,2,['1000117'],1,0
day90,user_206,2024-05-09,2024-05-16,4149.86,4404.11,1,1,"['1000085', '1000081', '1000138', '1000020']",1,0
day90,user_51,2024-02-24,2024-03-02,5567.94,5890.72,1,1,"['1000050', '1000039', '1000095']",1,0
day1,user_57,2024-04-07,2024-04-14,6347.47,6195.62,1,1,"['1000124', '1000017', '1000136']",1,0
day31,user_182,2024-01-09,2024-01-16,3613.11,4154.08,2,2,"['1000072', '1000131', '1000085']",1,0
day90,user_71,2024-02-28,2024-03-06,1339.84,1252.21,0,1,['1000058'],1,0
day90,user_237,2024-02-29,2024-03-07,3384.15,3948.42,1,1,"['1000039', '1000061', '1000032']",1,0
day7,user_251,2024-05-31,2024-06-07,3192.87,3662.81,1,1,"['1000109', '1000094', '1000017', '1000129']",1,0
day120,user_292,2024-03-27,2024-04-03,3391.52,3466.06,1,1,"['1000070', '1000011']",0,1
day120,user_114,2024-01-05,2024-01-12,253.03,240.81,2,2,"['1000144', '1000025', '1000018', '1000137']",1,0
day1,user_266,2024-05-12,2024-05-19,2894.82,3570.67,2,2,"['1000046', '1000124', '1000054', '1000090']",1,0
day61,user_192,2024-02-09,2024-02-16,0.0,0.0,1,1,"['1000037', '1000001', '1000027']",1,0
day1,user_267,2024-02-20,2024-02-27,1168.85,2259.91,0,0,"['1000066', '1000087', '1000071']",1,0
day120,user_280,2024-06-13,2024-06-20,4171.14,4666.93,1,1,"['1000069', '1000078', '1000064', '1000059']",1,0
day31,user_22,2024-01-13,2024-01-20,2228.06,2023.66,0,0,"['1000116', '1000093', '1000041', '1000094']",1,0
day90,user_234,2024-03-26,2024-04-02,3124.08,3447.2,1,1,"['1000089', '1000057', '1000017', '1000010']",1,0
day1,user_214,2024-05-22,2024-05-29,1799.06,1907.04,1,1,['1000099'],1,0
day90,user_270,2024-02-10,2024-02-17,0.0,149.93,0,0,"['1000021', '1000061', '1000104', '1000125']",1,0
day61,user_286,2024-01-18,2024-01-25,1104.28,958.05,2,2,['1000072'],1,0
day90,user_129,2024-01-11,2024-01-18,2952.15,3426.22,1,2,"['1000023', '1000108', '1000070', '1000011']",1,0
day120,user_184,2024-05-15,2024-05-22,2881.92,2868.99,2,2,['1000060'],0,1
day31,user_223,2024-04-21,2024-04-28,3100.51,3181.92,2,2,"['1000136', '1000006']",0,1
day31,user_237,2024-02-28,2024-03-06,3506.14,4053.23,1,1,"['1000039', '1000061', '1000032']",1,0
day7,user_174,2024-04-10,2024-04-17,4340.54,4095.01,0,0,"['1000077', '1000103']",0,1
day61,user_254,2024-06-07,2024-06-14,1984.32,2035.24,1,1,"['1000107', '1000125', '1000027']",1,0
day61,user_22,2024-03-16,2024-03-23,2322.61,2711.0,0,0,"['1000116', '1000093', '1000041', '1000094']",1,0
day61,user_83,2024-02-24,2024-03-02,3710.85,3619.73,1,1,"['1000137', '1000114', '1000035']",0,1
day7,user_191,2024-02-19,2024-02-26,5557.77,5684.18,1,1,['1000062'],0,1
day61,user_140,2024-02-09,2024-02-16,3056.57,3215.56,1,1,['1000141'],1,0
day90,user_298,2024-04-18,2024-04-25,5149.54,5603.92,0,1,"['1000087', '1000047', '1000013', '1000064']",1,0
day61,user_238,2024-03-21,2024-03-28,1738.93,1586.19,1,1,"['1000121', '1000029', '1000144', '1000055']",1,0
day61,user_13,2024-06-17,2024-06-24,3480.32,3502.71,1,1,"['1000097', '1000024', '1000091', '1000088']",0,1
day120,user_21,2024-01-28,2024-02-04,1764.95,2456.33,1,1,"['1000097', '1000071']",1,0
day120,user_282,2024-01-21,2024-01-28,645.83,634.42,1,1,"['1000080', '1000030', '1000137']",0,1
day90,user_282,2024-02-05,2024-02-12,1179.88,1257.72,1,2,"['1000080', '1000030', '1000137']",1,0
day7,user_275,2024-06-19,2024-06-26,2462.86,2673.31,1,1,['1000094'],1,0
